home_id,generation,predicted_at,actual_at,solar_predicted_w,solar_actual_w,load_predicted_va,load_actual_va,solar_physics_at_prediction_w,load_physics_at_prediction_va,soc_now_percent,soc_physics_pct,soc_coulomb_pct,cloud_cover_pct,ambient_temp_c,weather_condition
home_001,,2026-07-29T11:10:57+00:00,2026-07-29T11:11:02+00:00,134.0,125.672,138.58,3249.6,134.61,201.19,68.3,65.0,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:02+00:00,2026-07-29T11:11:07+00:00,132.94,131.25,109.24,2630.4,125.67,165.99,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:07+00:00,2026-07-29T11:11:12+00:00,131.76,131.905,157.07,3400.8,131.25,134.36,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:12+00:00,2026-07-29T11:11:17+00:00,134.26,129.392,145.55,1802.4,131.91,173.71,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:17+00:00,2026-07-29T11:11:22+00:00,132.01,139.004,133.22,3199.2,129.39,92.06,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:22+00:00,2026-07-29T11:11:27+00:00,131.2,130.682,141.01,3960.0,139.0,163.41,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:27+00:00,2026-07-29T11:11:32+00:00,133.19,133.033,144.16,3225.6,130.68,202.27,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:32+00:00,2026-07-29T11:11:37+00:00,133.25,136.896,131.99,3273.6,133.03,164.76,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:37+00:00,2026-07-29T11:11:42+00:00,131.99,126.636,165.16,2856.0,136.9,167.21,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:42+00:00,2026-07-29T11:11:47+00:00,132.64,138.272,154.54,3016.8,126.64,145.88,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:47+00:00,2026-07-29T11:11:52+00:00,130.89,131.759,129.8,1977.6,138.27,154.1,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:52+00:00,2026-07-29T11:11:57+00:00,132.84,132.847,161.01,3007.2,131.76,101.01,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:11:57+00:00,2026-07-29T11:12:02+00:00,134.11,135.716,107.45,3916.8,132.85,153.6,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:02+00:00,2026-07-29T11:12:07+00:00,133.25,130.363,133.81,3444.0,135.72,200.07,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:07+00:00,2026-07-29T11:12:12+00:00,133.66,141.224,136.36,3928.8,130.36,175.92,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:12+00:00,2026-07-29T11:12:17+00:00,130.6,137.7,176.51,1910.4,141.22,200.68,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:17+00:00,2026-07-29T11:12:22+00:00,131.5,128.711,150.45,2937.6,137.7,97.58,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:22+00:00,2026-07-29T11:12:27+00:00,133.35,125.56,137.42,2666.4,128.71,150.05,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:27+00:00,2026-07-29T11:12:32+00:00,132.87,138.368,136.1,3280.8,125.56,136.2,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:32+00:00,2026-07-29T11:12:37+00:00,130.71,127.351,160.68,3655.2,138.37,167.58,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:37+00:00,2026-07-29T11:12:42+00:00,133.74,136.009,163.18,3540.0,127.35,186.71,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:42+00:00,2026-07-29T11:12:47+00:00,132.86,139.502,158.81,3705.6,136.01,180.82,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:47+00:00,2026-07-29T11:12:52+00:00,131.61,132.92,171.51,3386.4,139.5,189.28,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:52+00:00,2026-07-29T11:12:57+00:00,133.78,131.891,159.63,3835.2,132.92,172.97,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:12:57+00:00,2026-07-29T11:13:02+00:00,134.07,135.387,145.02,2822.4,131.89,195.9,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:02+00:00,2026-07-29T11:13:07+00:00,135.25,134.466,137.46,2450.4,135.39,144.17,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:07+00:00,2026-07-29T11:13:12+00:00,133.6,134.871,140.23,3787.2,134.47,125.16,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:12+00:00,2026-07-29T11:13:17+00:00,131.49,128.064,163.17,3732.0,134.87,193.45,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:17+00:00,2026-07-29T11:13:22+00:00,134.04,130.296,155.03,3045.6,128.06,190.63,68.3,64.9,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:22+00:00,2026-07-29T11:13:27+00:00,133.21,134.85,137.83,2978.4,130.3,155.55,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:27+00:00,2026-07-29T11:13:32+00:00,132.51,139.339,146.41,3475.2,134.85,152.12,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:32+00:00,2026-07-29T11:13:37+00:00,132.43,133.046,157.93,3650.4,139.34,177.5,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:37+00:00,2026-07-29T11:13:43+00:00,133.59,139.054,166.66,1663.2,133.05,186.44,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:43+00:00,2026-07-29T11:13:53+00:00,133.13,139.297,162.94,3573.6,139.05,84.95,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:53+00:00,2026-07-29T11:13:57+00:00,133.17,139.093,169.5,3391.2,139.3,182.52,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:13:57+00:00,2026-07-29T11:14:02+00:00,134.48,136.375,172.81,3828.0,139.09,173.21,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:02+00:00,2026-07-29T11:14:07+00:00,129.2,127.96,148.49,1648.8,136.38,195.51,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:07+00:00,2026-07-29T11:14:12+00:00,133.84,138.604,138.31,2892.0,127.96,84.21,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:12+00:00,2026-07-29T11:14:17+00:00,134.52,134.237,162.7,2870.4,138.6,147.71,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:17+00:00,2026-07-29T11:14:22+00:00,132.97,130.758,155.95,2973.6,134.24,146.61,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:22+00:00,2026-07-29T11:14:27+00:00,133.12,127.185,154.93,1737.6,130.76,151.88,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:27+00:00,2026-07-29T11:14:32+00:00,134.82,127.253,138.01,2193.6,127.19,88.75,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:32+00:00,2026-07-29T11:14:37+00:00,137.52,130.159,124.88,3520.8,127.25,112.04,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:37+00:00,2026-07-29T11:14:42+00:00,133.5,126.246,144.69,3772.8,130.16,179.82,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:42+00:00,2026-07-29T11:14:47+00:00,131.77,130.924,131.03,1788.0,126.25,192.7,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:47+00:00,2026-07-29T11:14:52+00:00,133.39,137.567,152.11,3813.6,130.92,91.32,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:52+00:00,2026-07-29T11:14:57+00:00,130.9,131.718,128.53,2376.0,137.57,194.78,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:14:57+00:00,2026-07-29T11:15:02+00:00,132.2,140.078,135.24,3180.0,131.72,121.35,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:02+00:00,2026-07-29T11:15:07+00:00,134.67,134.007,167.79,1759.2,140.08,162.42,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:07+00:00,2026-07-29T11:15:12+00:00,132.44,133.734,154.19,3496.8,134.01,89.85,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:12+00:00,2026-07-29T11:15:17+00:00,133.11,131.461,111.08,3528.0,133.73,178.6,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:17+00:00,2026-07-29T11:15:22+00:00,132.73,141.105,138.93,2589.6,131.46,180.19,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:22+00:00,2026-07-29T11:15:27+00:00,133.2,132.275,156.78,3662.4,141.1,132.26,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:27+00:00,2026-07-29T11:15:32+00:00,133.92,133.046,142.31,3705.6,132.28,187.06,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:32+00:00,2026-07-29T11:15:37+00:00,133.89,140.946,150.24,3069.6,133.05,189.26,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:37+00:00,2026-07-29T11:15:42+00:00,133.81,140.685,141.15,1632.0,140.95,156.78,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:42+00:00,2026-07-29T11:15:47+00:00,134.83,138.819,173.18,3283.2,140.69,83.35,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:47+00:00,2026-07-29T11:15:52+00:00,135.51,127.341,136.09,2448.0,138.82,167.69,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:52+00:00,2026-07-29T11:15:57+00:00,131.76,136.816,150.81,2287.2,127.34,125.03,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:15:57+00:00,2026-07-29T11:16:02+00:00,133.96,134.653,154.49,2217.6,136.82,116.82,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:02+00:00,2026-07-29T11:16:07+00:00,132.27,134.758,152.7,2092.8,134.65,113.26,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:07+00:00,2026-07-29T11:16:12+00:00,132.76,128.185,148.46,2479.2,134.76,106.89,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:12+00:00,2026-07-29T11:16:18+00:00,132.64,134.052,112.65,3650.4,128.19,126.62,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:18+00:00,2026-07-29T11:16:22+00:00,134.44,126.92,142.92,3540.0,134.05,186.44,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:22+00:00,2026-07-29T11:16:27+00:00,130.6,140.035,149.39,3266.4,126.92,180.81,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:27+00:00,2026-07-29T11:16:32+00:00,134.02,131.039,130.36,3206.4,140.03,166.83,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:32+00:00,2026-07-29T11:16:37+00:00,137.58,133.736,151.63,2443.2,131.04,163.77,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:37+00:00,2026-07-29T11:16:42+00:00,136.34,133.907,140.26,2313.6,133.74,124.79,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:42+00:00,2026-07-29T11:16:47+00:00,132.75,125.126,139.75,3163.2,133.91,118.17,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:47+00:00,2026-07-29T11:16:52+00:00,133.65,133.846,135.21,3132.0,125.13,161.56,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:52+00:00,2026-07-29T11:16:57+00:00,132.13,135.098,145.89,1857.6,133.85,159.97,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:16:57+00:00,2026-07-29T11:17:02+00:00,132.2,134.573,141.37,3895.2,135.1,94.88,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:02+00:00,2026-07-29T11:17:07+00:00,132.32,131.976,129.87,2210.4,134.57,198.95,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:07+00:00,2026-07-29T11:17:12+00:00,131.92,128.194,148.19,3564.0,131.98,112.9,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:12+00:00,2026-07-29T11:17:17+00:00,133.15,126.863,149.92,1852.8,128.19,182.03,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:17+00:00,2026-07-29T11:17:22+00:00,132.87,136.308,136.63,2191.2,126.86,94.63,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:22+00:00,2026-07-29T11:17:27+00:00,129.37,133.147,146.32,2109.6,136.31,111.92,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:27+00:00,2026-07-29T11:17:32+00:00,133.02,136.415,150.84,1850.4,133.15,107.75,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:32+00:00,2026-07-29T11:17:37+00:00,132.97,140.794,136.12,3007.2,136.41,94.51,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:37+00:00,2026-07-29T11:17:43+00:00,134.57,129.339,133.09,1684.8,140.79,153.59,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:43+00:00,2026-07-29T11:17:48+00:00,132.43,138.15,140.94,2150.4,129.34,86.05,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:48+00:00,2026-07-29T11:17:59+00:00,130.72,129.0,142.44,2090.4,138.15,109.83,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:17:59+00:00,2026-07-29T11:18:01+00:00,132.73,126.822,122.42,2515.2,129.0,106.77,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:01+00:00,2026-07-29T11:18:02+00:00,132.71,139.96,114.81,1716.0,126.82,128.46,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:02+00:00,2026-07-29T11:18:07+00:00,134.22,130.469,145.56,2169.6,139.96,87.64,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:07+00:00,2026-07-29T11:18:12+00:00,131.94,137.08,122.81,2076.0,130.47,110.81,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:12+00:00,2026-07-29T11:18:17+00:00,131.58,138.086,133.29,3686.4,137.08,106.03,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:17+00:00,2026-07-29T11:18:22+00:00,130.19,138.419,151.27,3184.8,138.09,188.28,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:22+00:00,2026-07-29T11:18:27+00:00,132.05,130.527,148.31,1941.6,138.42,162.66,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:27+00:00,2026-07-29T11:18:32+00:00,133.17,133.097,121.08,1612.8,130.53,99.17,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:32+00:00,2026-07-29T11:18:37+00:00,133.94,135.731,130.57,1912.8,133.1,82.37,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:37+00:00,2026-07-29T11:18:42+00:00,133.68,134.597,148.89,3784.8,135.73,97.7,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:42+00:00,2026-07-29T11:18:47+00:00,133.22,134.063,141.17,2392.8,134.6,193.31,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:47+00:00,2026-07-29T11:18:52+00:00,133.3,132.35,146.35,2227.2,134.06,122.21,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:52+00:00,2026-07-29T11:18:57+00:00,132.95,134.051,133.23,1720.8,132.35,113.75,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:18:57+00:00,2026-07-29T11:19:02+00:00,130.75,132.192,117.5,3148.8,134.05,87.89,68.3,64.8,68.3,100.0,,Clouds
home_001,,2026-07-29T11:19:02+00:00,2026-07-29T11:19:07+00:00,134.16,136.087,119.79,2352.0,132.19,160.82,68.3,64.8,68.3,100.0,,Clouds
